datetime,Open,High,Low,Close,Volume,close-pct,close-diff,close-trend,hour_of_day,day_of_week,news-count,avg-sent,max-sent,min-sent,neg-news-count,pos-news-count,sent-count-balance,sent-count-balance-sign,sent-avg-sign,bullishness-index
2018-01-02 14:00:00+00:00,170.138,171.058,169.257,170.968,16.6204,0.00997761092634053,1.688999999999993,1,14,1,1,0.3189249,0.3189249,0.3189249,0.0,1.0,1.0,1.0,1,0.6931471805599453
2018-01-02 15:00:00+00:00,170.967,171.588,170.857,171.498,22.6774,0.0030999953207617725,0.5300000000000011,1,15,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2018-01-02 16:00:00+00:00,171.49,171.51,171.097,171.198,16.6751,-0.0017492915369274886,-0.29999999999998295,-1,16,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2018-01-02 17:00:00+00:00,171.198,171.488,171.187,171.281,13.6656,0.00048481874788253165,0.08299999999999841,1,17,1,1,-0.07333508,-0.07333508,-0.07333508,1.0,0.0,-1.0,-1.0,-1,-0.6931471805599453
2018-01-02 18:00:00+00:00,171.278,171.688,171.277,171.667,13.1437,0.0022536066463880733,0.3859999999999957,1,18,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2018-01-02 19:00:00+00:00,171.668,172.097,171.648,171.978,13.7003,0.001811646967675884,0.31100000000000705,1,19,1,2,0.23834446,0.37840727,0.09828165,0.0,2.0,2.0,1.0,1,1.0986122886681098
2018-01-02 20:00:00+00:00,171.978,172.218,171.697,172.198,15.1868,0.0012792333903173247,0.21999999999999886,1,20,1,2,-0.07374777499999999,0.12501845,-0.272514,1.0,1.0,0.0,0.0,-1,0.0
2018-01-03 14:00:00+00:00,172.527,173.869,172.167,173.869,15.6354,0.009703945458135355,1.6709999999999923,1,14,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2018-01-03 15:00:00+00:00,173.869,174.538,173.757,174.147,22.3699,0.0015989049226716734,0.2779999999999916,1,15,2,1,-0.017624315,-0.017624315,-0.017624315,1.0,0.0,-1.0,-1.0,-1,-0.6931471805599453
2018-01-03 16:00:00+00:00,174.148,174.278,173.497,173.648,18.3013,-0.002865395326936415,-0.4989999999999952,-1,16,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2018-01-03 17:00:00+00:00,173.649,173.718,173.217,173.299,14.8359,-0.002009812954943291,-0.34899999999998954,-1,17,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2018-01-03 18:00:00+00:00,173.308,173.469,172.927,172.959,13.5029,-0.001961927074016656,-0.3400000000000034,-1,18,2,1,0.3207935,0.3207935,0.3207935,0.0,1.0,1.0,1.0,1,0.6931471805599453
2018-01-03 19:00:00+00:00,172.959,173.078,172.327,172.381,18.0229,-0.003341832457403271,-0.578000000000003,-1,19,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2018-01-03 20:00:00+00:00,172.379,172.578,171.967,172.108,21.7288,-0.001583701219971978,-0.27299999999999613,-1,20,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2018-01-04 14:00:00+00:00,172.628,173.147,172.078,172.918,15.8875,0.0047063471773538534,0.8100000000000023,1,14,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2018-01-04 15:00:00+00:00,172.927,173.451,172.652,172.95,21.7972,0.0001850588140042131,0.031999999999982265,1,15,3,1,0.11109658,0.11109658,0.11109658,0.0,1.0,1.0,1.0,1,0.6931471805599453
2018-01-04 16:00:00+00:00,172.95,173.458,172.748,173.018,18.6561,0.0003931772188494609,0.06800000000001205,1,16,3,1,0.13905247,0.13905247,0.13905247,0.0,1.0,1.0,1.0,1,0.6931471805599453
2018-01-04 17:00:00+00:00,173.017,173.208,172.647,172.829,14.4017,-0.00109237189194189,-0.18899999999999295,-1,17,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2018-01-04 18:00:00+00:00,172.827,172.927,172.59,172.927,13.309,0.0005670344675949845,0.09799999999998477,1,18,3,2,-0.031120602,0.039850086,-0.10209129,1.0,1.0,0.0,0.0,-1,0.0
2018-01-04 19:00:00+00:00,172.928,173.178,172.841,173.117,11.2864,0.0010987295217057547,0.18999999999999773,1,19,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2018-01-04 20:00:00+00:00,173.122,173.228,172.947,173.018,16.8935,-0.0005718675808845664,-0.09899999999998954,-1,20,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2018-01-05 14:00:00+00:00,173.497,174.167,173.053,174.058,14.7072,0.006010935278410345,1.039999999999992,1,14,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2018-01-05 15:00:00+00:00,174.058,175.178,173.779,175.127,25.9184,0.006141630950602828,1.0690000000000168,1,15,4,1,0.078144126,0.078144126,0.078144126,0.0,1.0,1.0,1.0,1,0.6931471805599453
2018-01-05 16:00:00+00:00,175.142,175.168,174.737,174.938,19.8211,-0.0010792167969532196,-0.18900000000002137,-1,16,4,1,-0.1538362,-0.1538362,-0.1538362,1.0,0.0,-1.0,-1.0,-1,-0.6931471805599453
2018-01-05 17:00:00+00:00,174.938,174.938,174.557,174.847,14.5981,-0.0005201842938640233,-0.09099999999997976,-1,17,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2018-01-05 18:00:00+00:00,174.847,175.028,174.747,175.012,14.2068,0.0009436821907151671,0.16499999999999204,1,18,4,3,-0.027293798666666664,0.092517614,-0.24745297,1.0,2.0,1.0,1.0,-1,0.4054651081081644
2018-01-05 19:00:00+00:00,175.018,175.078,174.647,174.837,15.1735,-0.00099993143327326,-0.17500000000001137,-1,19,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2018-01-05 20:00:00+00:00,174.837,175.208,174.747,174.977,20.6628,0.0008007458375516308,0.14000000000001478,1,20,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2018-01-08 14:00:00+00:00,174.298,175.578,174.298,174.99,13.4799,7.429547883441856e-05,0.01300000000000523,1,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2018-01-08 15:00:00+00:00,174.99,175.088,174.467,174.848,22.5975,-0.0008114749414251943,-0.1419999999999959,-1,15,0,2,0.038023079,0.038866654,0.037179504,0.0,2.0,2.0,1.0,1,1.0986122886681098
2018-01-08 16:00:00+00:00,174.838,175.127,174.767,174.897,16.7557,0.00028024341142018905,0.04899999999997817,1,16,0,1,-0.12475033,-0.12475033,-0.12475033,1.0,0.0,-1.0,-1.0,-1,-0.6931471805599453
2018-01-08 17:00:00+00:00,174.907,174.948,174.469,174.533,14.2996,-0.002081224949541771,-0.3640000000000043,-1,17,0,1,-0.00374964,-0.00374964,-0.00374964,1.0,0.0,-1.0,-1.0,-1,-0.6931471805599453
2018-01-08 18:00:00+00:00,174.538,174.921,174.529,174.687,13.8506,0.0008823546263458937,0.15400000000002478,1,18,0,1,0.06884048,0.06884048,0.06884048,0.0,1.0,1.0,1.0,1,0.6931471805599453
2018-01-08 19:00:00+00:00,174.687,174.701,174.278,174.428,13.752,-0.001482651828699444,-0.25900000000001455,-1,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2018-01-08 20:00:00+00:00,174.437,174.478,173.927,174.317,18.517,-0.0006363657210998186,-0.11099999999999,-1,20,0,1,0.119114414,0.119114414,0.119114414,0.0,1.0,1.0,1.0,1,0.6931471805599453
2018-01-09 14:00:00+00:00,174.498,174.828,173.397,173.607,18.4329,-0.0040730393478548566,-0.710000000000008,-1,14,1,2,-0.0029765230000000018,0.057519164,-0.06347221,1.0,1.0,0.0,0.0,-1,0.0
2018-01-09 15:00:00+00:00,173.617,174.178,173.407,174.008,25.6452,0.0023098146964120048,0.40100000000001046,1,15,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2018-01-09 16:00:00+00:00,174.008,174.598,173.917,174.527,20.7596,0.0029826214886670144,0.518999999999977,1,16,1,1,0.030875176,0.030875176,0.030875176,0.0,1.0,1.0,1.0,1,0.6931471805599453
2018-01-09 17:00:00+00:00,174.528,174.908,174.357,174.768,14.9464,0.0013808751654471596,0.24100000000001387,1,17,1,2,-0.18793400500000002,-0.12931323,-0.24655478,2.0,0.0,-2.0,-1.0,-1,-1.0986122886681098
2018-01-09 18:00:00+00:00,174.767,175.048,174.697,174.748,14.4586,-0.0001144374256156766,-0.020000000000010232,-1,18,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2018-01-09 19:00:00+00:00,174.748,174.783,174.437,174.777,16.2427,0.00016595325840640385,0.028999999999996362,1,19,1,2,0.132958375,0.15714076,0.10877599,0.0,2.0,2.0,1.0,1,1.0986122886681098
2018-01-09 20:00:00+00:00,174.778,174.812,174.201,174.317,19.0033,-0.0026319252533226756,-0.45999999999997954,-1,20,1,1,0.10856708,0.10856708,0.10856708,0.0,1.0,1.0,1.0,1,0.6931471805599453
2018-01-10 14:00:00+00:00,173.097,173.887,172.997,173.338,20.1839,-0.005616204959929427,-0.9790000000000134,-1,14,2,1,0.017042708,0.017042708,0.017042708,0.0,1.0,1.0,1.0,1,0.6931471805599453
2018-01-10 15:00:00+00:00,173.338,174.198,173.027,173.568,29.2057,0.0013268873530329905,0.2300000000000182,1,15,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2018-01-10 16:00:00+00:00,173.568,173.898,173.177,173.198,20.1112,-0.002131729351032452,-0.37000000000000455,-1,16,2,1,0.097982086,0.097982086,0.097982086,0.0,1.0,1.0,1.0,1,0.6931471805599453
2018-01-10 17:00:00+00:00,173.197,173.439,172.997,173.358,16.1053,0.0009237981962839648,0.1599999999999966,1,17,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2018-01-10 18:00:00+00:00,173.367,173.722,173.037,173.687,15.6685,0.0018978068505635104,0.32900000000000773,1,18,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2018-01-10 19:00:00+00:00,173.688,173.901,173.418,173.718,18.5744,0.00017848198195591358,0.03099999999997749,1,19,2,2,0.123561435,0.13821019,0.10891268,0.0,2.0,2.0,1.0,1,1.0986122886681098
2018-01-10 20:00:00+00:00,173.717,174.288,173.527,174.238,18.9916,0.002993357049931644,0.5200000000000102,1,20,2,1,-0.33278224,-0.33278224,-0.33278224,1.0,0.0,-1.0,-1.0,-1,-0.6931471805599453
2018-01-11 14:00:00+00:00,174.538,175.458,174.497,175.079,15.1575,0.004826731252654426,0.8410000000000082,1,14,3,1,0.14883697,0.14883697,0.14883697,0.0,1.0,1.0,1.0,1,0.6931471805599453
2018-01-11 15:00:00+00:00,175.087,175.468,174.817,175.228,22.3495,0.0008510443856772909,0.1490000000000009,1,15,3,1,0.057921287,0.057921287,0.057921287,0.0,1.0,1.0,1.0,1,0.6931471805599453
2018-01-11 16:00:00+00:00,175.238,175.378,174.993,175.077,18.6756,-0.0008617344260050119,-0.15100000000001046,-1,16,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2018-01-11 17:00:00+00:00,175.078,175.277,174.947,175.208,16.2173,0.0007482422020026469,0.13100000000000023,1,17,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2018-01-11 18:00:00+00:00,175.22,175.262,174.897,175.027,12.6375,-0.0010330578512397492,-0.1810000000000116,-1,18,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2018-01-11 19:00:00+00:00,175.028,175.198,174.948,175.047,12.5315,0.00011426808435266445,0.020000000000010232,1,19,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2018-01-11 20:00:00+00:00,175.048,175.268,174.987,175.268,13.6512,0.0012625180665764013,0.22100000000000364,1,20,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2018-01-12 14:00:00+00:00,176.047,176.308,175.658,175.958,15.7566,0.003936828171714257,0.6899999999999977,1,14,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2018-01-12 15:00:00+00:00,175.967,177.038,175.937,176.797,23.3637,0.004768183316473218,0.8389999999999986,1,15,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2018-01-12 16:00:00+00:00,176.798,176.951,176.281,176.783,21.3008,-7.918686403052266e-05,-0.014000000000010004,-1,16,4,1,0.026282523,0.026282523,0.026282523,0.0,1.0,1.0,1.0,1,0.6931471805599453
2018-01-12 17:00:00+00:00,176.779,176.968,176.627,176.937,15.7088,0.0008711244859518352,0.15400000000002478,1,17,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2018-01-12 18:00:00+00:00,176.927,177.088,176.767,176.997,15.0269,0.0003391037487918691,0.060000000000002274,1,18,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2018-01-12 19:00:00+00:00,176.997,177.328,176.927,177.018,15.8748,0.00011864607874700894,0.020999999999986585,1,19,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2018-01-12 20:00:00+00:00,177.018,177.208,176.788,176.997,21.0284,-0.00011863200352502101,-0.020999999999986585,-1,20,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2018-01-16 14:00:00+00:00,177.897,179.087,177.197,178.957,16.0619,0.011073634016395717,1.9599999999999795,1,14,1,1,0.030571379,0.030571379,0.030571379,0.0,1.0,1.0,1.0,1,0.6931471805599453
2018-01-16 15:00:00+00:00,178.957,179.388,178.148,178.247,20.6178,-0.003967433517548802,-0.7099999999999795,-1,15,1,3,0.22934140999999997,0.6317761,-0.17892647,1.0,2.0,1.0,1.0,1,0.4054651081081644
2018-01-16 16:00:00+00:00,178.247,178.248,177.318,177.498,40.3632,-0.004202034255836096,-0.7490000000000236,-1,16,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2018-01-16 17:00:00+00:00,177.508,177.878,177.147,177.307,24.5373,-0.0010760684627432182,-0.1910000000000025,-1,17,1,1,-0.0015440757,-0.0015440757,-0.0015440757,1.0,0.0,-1.0,-1.0,-1,-0.6931471805599453
